TopRatingID,id,host_id,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,price,availability_365,number_of_reviews,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,bedrooms
3490,3345588,16887258,f,1,t,East Hollywood,34.0922981,-118.2965206,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}",$100.00 ,230,19,10,8,9,strict,0.98,0
3491,338111,465624,f,16,t,Fairfax,34.07780783,-118.3571429,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer}",$160.00 ,339,32,9,10,9,strict,0.51,2
3492,173568,465624,f,16,t,Fairfax,34.08433995,-118.3493061,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events""}",$147.00 ,358,89,9,9,9,strict,1.27,2
3493,379471,1905704,f,11,t,Fairfax,34.08403535,-118.3612022,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$390.00 ,310,80,10,10,9,strict,2.1,4
3494,4180858,21688202,f,2,t,Fairfax,34.0708895,-118.3569239,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,""Elevator in building"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$470.00 ,346,7,10,9,9,strict,0.24,3
3495,13749865,73924106,f,3,t,Fairfax,34.07009489,-118.350587,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$125.00 ,323,33,9,10,9,strict,3.28,1
3496,133321,465624,f,16,t,Fairfax,34.07942848,-118.3546799,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$165.00 ,264,74,9,10,9,strict,1.03,2
3497,16016826,233756,f,2,t,East Pasadena,34.13960492,-118.0755922,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$195.00 ,23,11,10,10,9,flexible,2.5,3
3498,6108121,27598231,f,47,t,East San Gabriel,34.12680678,-118.0800457,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",$79.00 ,357,59,9,9,9,strict,2.49,2
3499,6489051,26125635,f,18,t,East San Gabriel,34.12387571,-118.0683682,Condominium,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub}",$167.00 ,122,47,9,9,9,moderate,2.06,2
3500,15056946,74386873,f,1,t,Echo Park,34.09392897,-118.2475683,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials}",$80.00 ,164,18,10,10,9,moderate,2.43,0
3501,11779099,7939406,f,4,t,Echo Park,34.07327067,-118.2615422,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,""Pets allowed"",Gym,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$90.00 ,344,47,9,9,9,strict,3.43,0
3502,12346537,29582383,f,1,t,Echo Park,34.07853961,-118.2629027,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}",$109.00 ,0,15,10,9,9,moderate,1.28,1
3503,987760,5420141,f,9,t,Echo Park,34.08134497,-118.2674036,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",$275.00 ,310,174,9,9,9,strict,3.47,4
3504,8170937,43123166,f,4,t,Exposition Park,34.01658209,-118.2917308,House,Private room,"{""Wireless Internet"",Kitchen,""Free parking on premises"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$59.00 ,343,52,10,9,9,moderate,2.61,1
3505,13495474,43123166,f,4,t,Exposition Park,34.01548051,-118.2933285,House,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",Shampoo,Hangers,""Hair dryer""}",$75.00 ,342,23,10,9,9,moderate,2.18,1
3506,4607935,23877321,f,1,t,Glendale,34.15057912,-118.2523843,Condominium,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Elevator in building"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$159.00 ,130,14,10,9,9,strict,0.62,2
3507,14109445,80478019,f,4,t,Glendale,34.16856344,-118.2416638,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$44.00 ,365,7,8,10,9,moderate,0.73,1
3508,8226558,35173482,f,7,t,Glendale,34.16224062,-118.2734315,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Dog(s),""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Bathtub,""Children‰Ûªs dinnerware""}",$242.00 ,289,59,9,10,9,flexible,2.95,3
3509,12994130,4378151,f,22,t,Glendale,34.14180263,-118.2501824,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace""}",$59.00 ,359,66,9,9,9,strict,5.71,0
3510,16005405,80478019,f,4,t,Glendale,34.16815134,-118.2416524,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$38.00 ,331,8,9,10,9,flexible,1.57,1
3511,3868525,5959138,f,7,t,Glendale,34.15906746,-118.2424547,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron}",$110.00 ,339,80,9,10,9,strict,2.47,1
3512,6743214,11105501,f,1,f,Glendale,34.15912662,-118.2725907,Apartment,Entire home/apt,"{""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",$99.00 ,0,11,10,10,9,flexible,0.48,0
3513,2951108,3343353,f,15,t,Glendale,34.13798309,-118.2608855,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$99.00 ,335,7,9,10,9,strict,0.25,1
3514,4916080,4378151,f,22,t,Glendale,34.1417433,-118.2487864,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials}",$59.00 ,353,98,9,9,9,strict,3.56,0
3515,16810212,45561472,f,1,t,Glendora,34.12626046,-117.8758962,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",$56.00 ,218,13,10,10,9,moderate,4.33,1
3516,16366785,29332191,f,4,t,Green Meadows,33.94997707,-118.255119,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Family/kid friendly"",Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Stair gates"",""Pack ‰Ûªn Play/travel crib""}",$100.00 ,105,15,10,8,9,flexible,5.29,3
3517,4305055,21839034,f,1,t,Northridge,34.25659568,-118.5443671,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}",$199.00 ,242,119,10,9,9,strict,3.84,4
3518,15624769,100120148,f,7,t,Pomona,34.0827103,-117.7428634,House,Private room,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",Washer,Dryer,""Smoke detector"",Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$30.00 ,192,26,8,9,9,flexible,4.73,1
3519,11993231,64123802,f,2,f,Pomona,34.07614373,-117.7566845,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",""Indoor fireplace"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",$55.00 ,161,7,10,10,9,flexible,0.55,1
3520,6786283,19088986,f,4,t,Hacienda Heights,34.00992935,-117.9970342,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Shampoo}",$43.00 ,344,11,9,8,9,flexible,0.48,1
3521,11106227,10033808,f,8,t,Hacienda Heights,33.98978306,-117.9417344,Townhouse,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub}",$128.00 ,160,19,9,9,9,strict,1.29,3
3522,6782506,19088986,f,4,t,Hacienda Heights,34.01010597,-117.9960509,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Shampoo,""Lock on bedroom door""}",$55.00 ,279,30,9,9,9,flexible,1.41,1
3523,4842146,24919340,f,1,t,Hancock Park,34.08100082,-118.3417991,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Game console""}",$75.00 ,2,9,9,9,9,flexible,0.98,1
3524,10299674,51367184,f,4,t,Hawthorne,33.92822053,-118.3622418,House,Private room,"{TV,""Wireless Internet"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$35.00 ,364,7,9,8,8,strict,0.48,1
3525,4297273,14930951,f,11,t,Hawthorne,33.92898113,-118.3623342,House,Entire home/apt,"{""Smoke detector"",""Carbon monoxide detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$94.00 ,90,7,9,8,9,strict,0.23,1
3526,5498236,28516762,f,1,f,Hawthorne,33.92578702,-118.3593043,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""24-hour check-in""}",$85.00 ,356,61,10,8,9,strict,2.45,1
3527,3962085,14930951,f,11,t,Hawthorne,33.92845919,-118.3624081,House,Private room,"{""Smoke detector"",""First aid kit"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$35.00 ,330,62,10,9,9,strict,1.94,1
3528,7573886,29055194,f,1,t,Hermosa Beach,33.85828186,-118.397007,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron}",$98.00 ,178,9,9,10,9,strict,0.42,1
3529,6484512,4158694,f,3,t,Hollywood Hills,34.10543473,-118.3203962,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private living room""}",$77.00 ,322,81,9,9,9,strict,3.42,1
3530,5944671,30376476,f,2,t,Hollywood Hills,34.10589847,-118.3316514,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",$96.00 ,334,125,9,9,9,moderate,5.01,1
3531,10886737,7900637,f,21,t,Hollywood Hills,34.11578671,-118.3220323,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$165.00 ,307,11,9,10,10,moderate,0.75,1
3532,9235081,48002752,f,1,f,Hollywood Hills,34.10621622,-118.3366576,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$89.00 ,344,57,10,9,9,strict,3.24,2
3533,12917690,50259142,f,3,t,Hollywood Hills,34.13150299,-118.3522997,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$99.00 ,321,98,9,10,9,moderate,8.31,0
3534,4848850,13242569,f,5,t,Hollywood Hills,34.10637578,-118.3299688,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$85.00 ,270,177,10,9,9,flexible,6.21,0
3535,8846070,13716757,f,2,t,Hollywood Hills,34.12408961,-118.3194005,Bungalow,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$124.00 ,61,9,10,10,10,moderate,0.49,1
3536,8189081,33993970,f,9,t,Hollywood Hills,34.10573984,-118.3298162,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$79.00 ,305,38,10,9,9,strict,1.99,1
3537,5806587,13537635,f,1,f,Hollywood Hills,34.12789841,-118.3420782,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",$379.00 ,81,15,9,9,9,strict,0.63,4
3538,8306749,40712381,f,9,t,Hollywood Hills,34.12163485,-118.3451241,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Babysitter recommendations""}",$595.00 ,97,13,9,10,9,strict,0.87,3
3539,1083801,5958166,f,6,t,Hollywood Hills,34.10688983,-118.3411924,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$269.00 ,306,16,9,9,9,strict,1.14,3
3540,6647595,33164991,f,9,t,Hollywood Hills,34.10735691,-118.3297206,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$109.00 ,346,56,9,9,9,strict,2.45,1
3541,81567,3967730,f,10,f,Hollywood Hills,34.104871,-118.3388488,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron}",$99.00 ,327,17,9,9,9,strict,0.27,1
3542,1815874,9250479,f,20,f,Hollywood Hills,34.10436026,-118.3403479,Dorm,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Doorman,Breakfast,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer}",$46.00 ,362,38,9,10,9,flexible,0.89,1
3543,5126967,26502427,f,2,f,Hollywood Hills,34.10547586,-118.3192447,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad}",$110.00 ,290,105,10,10,9,moderate,3.82,1
3544,15217021,68120831,f,2,t,Hollywood Hills,34.10677945,-118.3372103,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",$548.00 ,324,9,9,10,9,moderate,1.3,3
3545,10364432,13242569,f,5,t,Hollywood Hills,34.10744008,-118.3311884,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$89.00 ,184,99,10,9,9,flexible,6.12,1
3546,7800568,1360889,f,2,t,Hollywood Hills,34.10532856,-118.3309498,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Pets allowed"",""Elevator in building"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""Private entrance"",Bathtub}",$89.00 ,342,94,9,9,9,strict,4.49,0
3547,7481692,6529781,f,7,t,Highland Park,34.11084181,-118.1929415,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",$120.00 ,57,26,10,10,9,moderate,1.4,1
3548,2461001,1158494,f,2,t,Highland Park,34.10799384,-118.1944603,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$68.00 ,252,37,10,8,9,moderate,0.97,0
3549,7144129,574153,f,1,t,Highland Park,34.12552953,-118.1836632,Bungalow,Entire home/apt,"{Internet,""Air conditioning"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Self Check-In"",Keypad}",$85.00 ,338,33,10,9,9,moderate,1.5,0
3550,17046027,35173482,f,7,t,Highland Park,34.12836762,-118.1910886,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,Lockbox}",$97.00 ,335,7,9,9,9,flexible,2.56,1
3551,2711179,3127239,f,16,t,Hollywood Hills West,34.11449946,-118.3772653,House,Entire home/apt,"{TV,""Wireless Internet"",Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$65.00 ,357,76,9,9,9,strict,2.11,0
3552,12567869,35173482,f,7,t,Hyde Park,33.98483232,-118.3347324,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$287.00 ,316,35,9,8,9,flexible,3.09,6
3553,3549067,9544158,f,1,f,Jefferson Park,34.0311968,-118.3143832,Apartment,Entire home/apt,"{""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in""}",$99.00 ,355,27,10,8,9,flexible,1.22,0
